name,main_topic_7,main_topic_30,main_topic_90,words_topic_7,words_topic_30,words_topic_90
JohnBartlit,3,13,90,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['japanese', 'japan', 'hiroshima', 'surrender', 'truman', 'president', 'decision', 'emperor', 'weapon', 'camp', 'survivor', 'peace', 'nagasaki', 'bombing', '1945', 'grandfather', '000', 'ii', 'prisoner', 'thousand']"
JohnBaudino,3,21,57,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['brother', 'explosive', 'dad', 'plutonium', 'george', 'fellow', 'oppenheimer', 'fire', 'fermi', 'mother', 'father', 'chemistry', 'forth', 'sed', 'grove', 'de', 'teller', 'hill', 'rose', 'trinity']"
JohnBlack,6,14,16,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['french', 'german', 'france', 'germany', 'british', 'curie', 'scientific', 'jew', 'paris', 'science', 'mission', 'refugee', 'nazi', 'communist', 'europe', 'weapon', 'difficult', 'team', 'radium', 'de']","['grove', 'dr', 'colonel', 'officer', 'mr', 'engineering', 'president', 'keith', 'york', 'barrier', 'committee', 'nichols', 'district', 'columbia', 'production', 'george', 'chemistry', 'letter', 'girl', 'dupont']"
JohnBogard,6,21,21,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['oppenheimer', 'play', 'theater', 'letter', 'essentially', 'wilson', 'regret', 'film', 'act', 'written', 'york', 'szilard', 'teller', 'named', 'reading', 'music', 'write', 'impression', 'level', 'fine']"
JohnBradbury,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
JohnBrowne,6,17,6,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['soviet', 'heisenberg', 'communist', 'oppenheimer', 'fuchs', 'source', 'neutron', 'german', 'party', 'fbi', 'theory', 'british', 'espionage', 'facility', 'spy', 'moscow', 'germany', 'intelligence', 'quantum', 'term']","['weapon', 'division', 'medical', 'national', 'technology', 'neutron', 'power', 'museum', 'dr', 'commission', 'mass', 'radiation', 'tennessee', 'union', 'source', 'president', 'training', 'changed', 'public', 'hospital']"
JohnBurton,6,6,51,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['reactor', 'hanford', 'dupont', 'du', 'fermi', 'pont', 'cooled', 'wigner', 'helium', 'design', 'wilmington', 'john', 'power', 'neutron', 'wheeler', 'reaction', 'suppose', 'compton', 'grove', 'engineering']"
JohnC.Slater,6,17,76,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['soviet', 'heisenberg', 'communist', 'oppenheimer', 'fuchs', 'source', 'neutron', 'german', 'party', 'fbi', 'theory', 'british', 'espionage', 'facility', 'spy', 'moscow', 'germany', 'intelligence', 'quantum', 'term']","['oppie', 'oppenheimer', 'student', 'caltech', 'theory', 'mechanic', 'lecture', 'graduate', 'term', 'seminar', 'quantum', 'summer', 'ray', 'theoretical', 'berkeley', 'electron', 'professor', 'particle', 'class', 'robert']"
JohnCairncross,6,17,19,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['soviet', 'heisenberg', 'communist', 'oppenheimer', 'fuchs', 'source', 'neutron', 'german', 'party', 'fbi', 'theory', 'british', 'espionage', 'facility', 'spy', 'moscow', 'germany', 'intelligence', 'quantum', 'term']","['force', 'fuchs', 'gold', 'interview', 'command', 'contact', 'wendover', 'base', 'document', 'fbi', 'colonel', 'anti', 'york', 'grove', '18', 'submarine', 'accident', 'report', 'unit', 'experiment']"
JohnCarpenter,1,11,64,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['camp', 'fire', 'station', 'barrack', 'laugh', 'officer', 'trinity', 'fe', 'ahead', 'santa', 'grove', 'civilian', 'core', 'fellow', 'glass', 'mp', 'mexico', 'hall', 'mess', 'lieutenant']","['hanford', 'barrack', 'dupont', 'hall', 'reactor', 'richland', 'town', 'camp', 'construction', 'b', 'ship', 'operation', 'tank', 'operator', 'gas', 'shift', 'check', 'yakima', 'clock', 'train']"
JohnChipman,2,2,2,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['metal', 'plutonium', 'temperature', 'steel', 'form', 'powder', 'graphite', 'assembly', 'alpha', 'oxide', 'inch', 'metallurgy', 'gram', 'heat', 'pure', 'alloy', 'copper', 'core', 'essentially', 'operation']","['metal', 'plutonium', 'powder', 'form', 'gram', 'quantity', 'gold', 'steel', 'metallurgy', 'leader', 'temperature', 'box', 'alloy', 'pure', 'glove', 'division', 'essentially', 'huh', 'oxide', 'shape']"
JohnCockcroft,6,30,13,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['fermi', 'neutron', 'student', 'experiment', 'fission', 'reaction', 'theoretical', 'oppenheimer', 'pile', 'enrico', 'professor', 'bohr', 'experimental', 'measurement', 'graduate', 'compton', 'member', 'calculation', 'ray', 'cambridge']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
JohnCoster-Mullen,1,6,32,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['plane', 'mission', 'crew', 'airplane', 'b', 'wendover', 'reunion', 'training', 'tinian', '29', 'pilot', 'flew', 'fly', 'dropped', 'colonel', 'base', 'hiroshima', 'flight', 'flying', 'force']"
JohnCrerarLibrary,3,5,42,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['radiation', 'plutonium', 'radioactive', 'reactor', 'neutron', 'element', 'cancer', 'study', 'isotope', 'health', 'ray', 'hanford', 'facility', 'iodine', 'cell', 'body', 'power', 'sample', 'science', 'national']","['iodine', 'report', 'data', 'instrument', 'urey', 'design', 'document', 'measurement', 'separation', 'system', 'dunning', 'doe', '235', 'experiment', 'letter', 'sample', 'classified', 'otto', 'helium', 'weapon']"
JohnDam,1,15,52,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['reactor', 'richland', 'rod', 'hanford', 'fuel', 'dupont', 'control', 'graphite', 'b', 'safety', 'tube', 'power', 'plutonium', 'level', 'pile', 'forth', 'system', 'john', 'construction', 'design']","['richland', 'hanford', 'land', '000', 'river', 'kennewick', 'pasco', 'columbia', 'camp', 'native', 'resource', 'town', 'oral', 'kid', 'cultural', 'generation', 'white', 'culture', 'pick', 'bus']"
JohnDamPlaza,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
JohnDeWire,6,21,89,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['engine', 'division', 'trailer', 'computer', 'camp', 'brother', 'husband', 'chuckle', 'edward', 'wow', 'crew', 'inaudible', 'kid', 'card', 'barrack', 'bridge', 'clean', 'horse', 'construction', 'cut']"
JohnDeWitt,7,7,90,"['japanese', 'japan', 'mission', 'plane', 'weapon', 'hiroshima', 'force', 'german', 'nagasaki', 'grove', 'dropped', 'crew', '000', 'b', 'airplane', 'ship', 'bombing', 'truman', 'island', 'germany']","['japanese', 'japan', 'weapon', 'hiroshima', 'truman', 'grove', 'soviet', 'surrender', 'nagasaki', '1945', 'decision', 'marshall', 'bombing', 'atom', 'invasion', '000', 'plutonium', 'emperor', 'germany', 'force']","['japanese', 'japan', 'hiroshima', 'surrender', 'truman', 'president', 'decision', 'emperor', 'weapon', 'camp', 'survivor', 'peace', 'nagasaki', 'bombing', '1945', 'grandfather', '000', 'ii', 'prisoner', 'thousand']"
JohnDickey,1,15,85,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['reactor', 'richland', 'rod', 'hanford', 'fuel', 'dupont', 'control', 'graphite', 'b', 'safety', 'tube', 'power', 'plutonium', 'level', 'pile', 'forth', 'system', 'john', 'construction', 'design']","['unit', 'lunch', 'hall', 'mess', 'chemistry', 'box', 'ohio', 'summer', 'record', 'civilian', 'food', 'meat', 'division', 'bus', 'mother', 'radiation', 'girl', 'egg', 'forget', 'seven']"
JohnDonne,6,21,21,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['oppenheimer', 'play', 'theater', 'letter', 'essentially', 'wilson', 'regret', 'film', 'act', 'written', 'york', 'szilard', 'teller', 'named', 'reading', 'music', 'write', 'impression', 'level', 'fine']"
JohnDudley,6,21,21,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['oppenheimer', 'play', 'theater', 'letter', 'essentially', 'wilson', 'regret', 'film', 'act', 'written', 'york', 'szilard', 'teller', 'named', 'reading', 'music', 'write', 'impression', 'level', 'fine']"
JohnDunning,2,10,14,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['chemistry', 'barrier', 'berkeley', 'plutonium', 'columbia', 'chemist', 'lawrence', 'heavy', 'chemical', 'father', 'separation', 'cyclotron', 'method', 'experiment', 'fermi', 'dunning', 'urey', 'science', 'kellex', 'pressure']","['dunning', 'instrument', 'engineering', 'mass', 'method', 'gas', 'development', 'kellex', 'york', 'columbia', 'difficulty', 'barrier', 'student', 'electric', 'leak', 'instance', 'valve', 'developed', 'electrical', 'contact']"
JohnE.Vance,2,4,4,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['hanford', 'russian', 'president', 'bush', 'issue', 'conant', 'lawyer', 'stimson', 'report', 'trial', 'document', 'soviet', 'public', 'tom', 'secretary', 'decision', 'judge', 'study', 'law', 'director']","['bush', 'decision', 'grove', 'president', 'committee', 'stimson', 'conant', 'marshall', 'diffusion', 'secretary', 'lawrence', 'example', 'barrier', 'keith', 'nichols', 'report', 'million', 'plutonium', 'electromagnetic', 'particularly']"
JohnEarlHaynes,6,9,9,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['santa', 'fe', 'mexico', 'road', 'bus', 'spanish', 'brother', 'mr', 'canyon', 'indian', 'pueblo', 'truck', 'mother', 'albuquerque', 'oppenheimer', 'mail', 'dorothy', 'community', 'kid', 'san']"
JohnElse,6,21,21,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['oppenheimer', 'play', 'theater', 'letter', 'essentially', 'wilson', 'regret', 'film', 'act', 'written', 'york', 'szilard', 'teller', 'named', 'reading', 'music', 'write', 'impression', 'level', 'fine']"
JohnEly,6,4,69,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['hanford', 'russian', 'president', 'bush', 'issue', 'conant', 'lawyer', 'stimson', 'report', 'trial', 'document', 'soviet', 'public', 'tom', 'secretary', 'decision', 'judge', 'study', 'law', 'director']","['robert', 'student', 'mit', 'graduate', 'article', 'class', 'ray', 'editor', 'frank', 'charlie', 'compton', 'law', 'caltech', 'wonderful', 'fermi', 'oppenheimer', 'york', 'chamber', 'professor', 'barrack']"
JohnEric,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
JohnF.,6,4,37,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['hanford', 'russian', 'president', 'bush', 'issue', 'conant', 'lawyer', 'stimson', 'report', 'trial', 'document', 'soviet', 'public', 'tom', 'secretary', 'decision', 'judge', 'study', 'law', 'director']","['weapon', 'plutonium', 'conant', 'soviet', 'president', 'effort', 'issue', 'decision', 'political', 'oppenheimer', 'france', 'crisis', 'ultimately', 'term', 'policy', 'power', 'committee', 'french', 'plan', 'europe']"
